title,text,rating,parent_asin,sentiment,cluster
Five Stars,Great little cover.,5,B00O4SE7GM,positive,3
"Some good points, some dismal ones","Update: This p.o.s. lasted just a year. One star, and a never-again badge for Dell. Original review: For its purpose and price, it's a decent little machine, though it is beset by the single worst keyboard ever. Use an external keyboard and mouse or trackpad, it's fine, and reasonably capable for the price. I mainly purchased it for its unusually good graphics capability for a machine in this price range; I often use it in demo-kiosk usage, or connected to an external monitor. For that, it performs unusually well for a machine in its class. Its carbon-fiber body looks great too. Battery life is not so hot, though. Not really a machine for intensive road-warrior-ing. It has one major design flaw (besides its awful keyboard): the power switch sits on its front edge. So if you fold it and turn it over for demo-kiosk use, its weight presses on the power switch! Dumb design.",1,B00I9HU29K,negative,0
Good quality and durability,I had one of these and after over a hundred flights I finally replaced it because it was starting to get beat up. Laptop pocket is solid and there are plenty of small pockets to fit small tools and accessories,5,B0B4BMHPJ2,positive,0
"Very ""cool""",I was hopeless about my laptop. This thing actually did the trick. Of course...I have my laptop without the bottom cover. So I opened the cover on the bottom to let the air flow better. Why did I need this? my laptop was overheating with just regular use. The fan works at normal speed now.,5,B002MU1ZRS,positive,0
travels well,This is my second one of these. The other has been with me on multiple cruise ships. I used a command strip with the new one and hung it near my bedside table.,5,B07TS796ZS,positive,3
Best camera - great value.,Excellence in a camera! Sits on my monitor and works really well for all Zoom meetings while at work or video chatting with friends. Easy to setup and operate. Would purchase again. Great value!,5,B088MCTLM5,positive,1
I love this lens,I love this lens! I switch to other lenses and end up throwing this back. A must buy for portraits.,5,B00V8VMXFU,positive,3
Excellent quality for price!,For $30 bucks they are of excellent quality! If you want the sound of Bose? Then pay the Bose price.,5,B0BY2SBFXH,positive,2
Good product,Good product and we use this daily. Highly recommend.,5,B00XHWBDYU,positive,3
Night off!,you can’t see your keys at nights! cause it doesn’t have shine part in the middle,1,B07BBP4GXS,negative,3
Works Great,Great surge protector. Haven't had any problems with it and is working great. No complaints at all.,5,B08J4CW954,positive,4
Ideal for charging while traveling,"Arrived on time, however the cardboard box had been forcibly opened. When I got into the box found the charger/batteries were still in their wrapping. Seems to work OK, only charged up the two batteries that came with it. Looks to be a well made item. Can’t comment on battery life but I really wanted the charger for travel in my RV.",5,B07GZWYDQD,positive,4
All around superb tripod.,"This is a great tripod especially for the price. Super sturdy, love the flip locks as I am not a fan of the twist style, but that is a personal choice. Really just an all around superb tripod. For a carbon fiber tripod you can not get better at this price point. It isn’t as compact as I had hoped but it was close.",5,B089ZZTD74,positive,3
Works great.,"Love it, just wish I could get youtube on it.",5,B01KIOU4EO,positive,3
"Nice, but too large for my hands",This was a nice mouse. Scrolled smoothly. However the scroll wheel was too far to comfortably use with my hands. I had to keep reaching for the wheel and it was causing stress on my elbows. I ended up retuning it. I will look for a smaller mouse that will fit my hands better. If you have large hands this mouse will work well for you.,4,B086MNX5Y5,positive,0
Works perfectly! I wish I bought more.,"When I ordered my motherboard, I did not know the difference between 12v and 5v RGB. I soon learned that the RGB add-ons I ordered (GPU bracket, m.2 RGB heatsink, GPU backplate) were not compatible with the 12v header on my ASUS Prime motherboard. Sadly, I thought I had wasted money on items I could not use. Luckily, this EZDIY-FAB RGB 12v to 5v ARGB Hub saved the day. It not only allowed me to plug in my RGB items, but it also was ASUS Aura compatible! Now, my friend wants a PC build almost exactly like mine, but as of this review, the hub is no longer in stock! I've searched long and hard for an alternative, but couldn't find one. If this item comes back in stock, I will definitely buy again.",5,B082KJH2T3,positive,1
I loved this cover unfortunately i bought for the 9,I loved this cover unfortunately i bought for the 9.2 galaxy tab and i have a 10.1 so had to return. bought now the 10.1 version. Very nice product.,5,B07CRW9JFS,positive,0
Holds cameras as heavy as 11 pounds,"If you have an expensive camera, you will want a camera mount that can hold the weight. This particular tripod is all aluminum and it has the ability the have 360 degree full motion. It also has a bubble level so that you can make sure your camera is level. Max height: 65'', Max height column retracted: 55'', Folded height: 25''. This has pretty much everything you can want in a tripod.",5,B0B77JK5D9,positive,1
Good wifi connection,"The picture is clear even during the day. The wifi connection is pretty convenient, I just used the airplay and all done! I love this feature so much! I’ve used it for nearly half year and so far I loved it!",5,B08T79LKSB,positive,1
Excellent product.,Excellent product and strong and good coverage.,5,B0CBG6GFKS,positive,3
Works for Kindle 2,"I got this on an Amazon sale. I have an older K2 and the Octovo sleeve was looking pretty worn. This sleeve is a nice snug fit. My Paperwhite has taken the place of my Kindle 2 on a daily basis, but I use the old K2 frequently when I want to utilize text-to-speech. I have over 600 books on it and when I have guests it gives them a good choice of reading material.These Timbuk2 sleeves offer good protection and look great!",5,B005K2XHYE,positive,0
Excellent Product,"Excellent quality of noice cancellation and sound. I was also very impressed with the life of the battery, lasting longer than any other wireless product I’ve used. And for the price, compared to other wireless headphones, this is a no brainer.",5,B08PFW1S1V,positive,2
Nice,"I love the color, material and the ability to use it as a stand. Will make using Alexa easier.",5,B075T9DFYZ,positive,0
Ordered this for my monitor and it's perfect. It arrived quickly (on time) and without problems,It does the trick. I ordered one that was way too big first. I decided to keep it for my 50&#34; flat screen. Ordered this for my monitor and it's perfect. It arrived quickly (on time) and without problems.,5,B017DOS5C0,positive,0
Great cable with a great warrenty.,"This an update after 1 year: The cable is great. It’s strong, looks good and charges fast! But it did eventually fail after almost a year exactly. I contacted the company’s support and they replied the next day very kindly saying they had already made arrangements for a replacement! That is exceptional! Highly recommended.",5,B07WT1WG6Y,positive,4
"Easy to use, does a good job of cleaning","Purchased as a little gift for my sister, who was very happy with it. She had been having issues with a CD player -- waffling / skipping -- she says she put it in the player, listened to the directions, and just let it go. Worked very well, but she found the packaging a bit problematic as it doesn't fit in the rack easily with her CD collection. All in all, four stars out of five.",4,B08PBPZB5Z,positive,3
Seamless and easy,This is what you need for seamless video calls.,5,B07HG2LSM9,positive,1
Works Great. 100% compatable with my mutiple kindle fire Devices,Put this card into my Kindle fire and it has worked perfectly. This is the absolute best bang for my buck chip i can find for Micro SD. Good quality chip that i have bought many of to expand the size of my devices for very cheap.,5,B07DRX79RY,positive,1
Excellent Quality Tiny Ear Buds,"I’ve tested a few similar sets of ear buds with mixed results but I was really impressed with this set. I read the instruction manual - removed the tiny stickers on each ear bud and plugged in the case. It achieved a full charge in just over an hour. I removed the ear buds from the case, the right one first and then the left and they paired with each other immediately. I went to my Bluetooth settings in my iPhone and found Haylou-GT1_R and my phone paired with the set with no issue. I was surprised at the sound quality these tiny ear buds deliver. They can definitely be turned up as loud as you’d want to listen. The bass, midtones and treble is on par for ear buds - even those that are much larger. I did figure out that the initial way I had them in my ears was upside down when I went to test the calling features. The microphone needs to be pointed towards your mouth for best audio reception and sound quality improves a bit in this position. Call quality was excellent for both hearing the other person and them hearing you. In my testing the earbuds had no problem receiving within the 33’ stated range (actually making it to around 40’) and even received clearly through multiple walls - 2 rooms away with the doors closed and many obstacles in between. The only issue I struggled with was tapping the ear bud to stop / start the music and answer / end calls / activate voice assistant and skip tracks. There is no button, you just tap an area of the exterior of the ear bud but you have to tap a very exact area which isn’t necessary easy to locate as it is not differentiated from the rest. It would have been helpful if the manufacturer put a different texture in that area so you could feel it with your finger to locate it. While the manufacturers claims these last for 12 hours I found it was closer to 8 under normal use - still excellent. And the case will charge them without it having to be plugged back in which is always a nice feature. These earbuds excelled in all of my tests showing that they are a high quality, dependable product. This is a set I wouldn’t hesitate to recommend. ⭐️As with all Drew’s Reviews, if I discover something new about this product - good or bad - I will UPDATE my review. I believe in creating detailed, complete reviews because, like you, I depend on them when I am shopping. If you found my review HELPFUL - please click ⬇️ below!⭐️",4,B07RZK2VBY,positive,2
Dope but like wtf why do new phones not have jacks?,"Man, I got a new phone(galaxy s20) and they salesman hyped it up and it is dope but how is this the future with headphone jack?? I didn't notice till I got home and was like. What?!? But this thing is dope you can charge and listen at the same time(like why is that so amazing we've been able to do this like wtf) but needless to say, the future is here. Charges fast and audio great. I have it plugged in my car aux at all times(car doesn't have Bluetooth) and have no issues. I read some ppl said you have to plug it in the aux first before the phone. So idk ihave it plugged in at all times so idk. But yea, does what it's supposed to with no problem. The little box does get hot so keep that in mind, but doesn't seem to affect the product tho.",5,B07SM5MQN8,positive,2
Vizio remote122  LED HTVC,Work great with my TV.,4,B018VBX0IS,positive,1
granddaughter is quite pleased,I got these for my granddaughter. She picked them out. I ordered them and she had them the next day. She is very pleased.,5,B08DJ24VMB,positive,3
Nothing great.,This is the last time I am using it. The sounds like a check roadside earphone. The sound quality is horrible. Noise and audio cuts if you lightly touch the cable. The earphones seem to be very dirty. Don’t waste your money.,1,B08431V1JG,negative,2
What you'd expect.,"Fits beautifully and is attractive. Paired with the Smart Cover I believe it to be the perfect case, albeit expensive. I only wish the midnight blue was as deep a blue as the leather case for the iPhone.",5,B017B37BNW,positive,0
"the fact that it is in a place that would be hard to replace means i needed the best, i got it","This item was used to power a GPS unit in my car and i wanted the power run behind the dash. the added strength of the nylon braid over a standard USB cord gives me the peice of mind that it will not become damaged, and so far it has not. the fact that it is in a place that would be hard to replace means i needed the best, i got it.",5,B00SUX3XQC,positive,4
Small but mighty!,"This fan fits nicely on a desktop, plugged into a USB port. It is attractive and has 2 speeds, both of which are effective. The black version appears smaller than other colors and draws less attention if you are in an office or concerned with clashes in decor. The only reason I gave it 4 and not 5 stars is that it is noisier than I expected. Not too bad but distracting when I am trying to focus on my work product on the PC.",4,B08ZXQ3QNF,positive,0
I love this box,"My wife loves the simplicity of the Roku. I recently disconnected my satellite service and switched to the Roku to stream Netflix, Hulu and Amazon video. Works great will invest in three more, probably the Roku 2 or 3 for the bedrooms.",5,B015YF5YIS,positive,1
This wireless headset really works very very well just don't lose it,This is the best wireless headset I've ever used only I lost it and now Amazon is out of stock.,5,B07DC7QKL7,positive,2
Works Like The Original,This works as well as the Microsoft one.,5,B07N1WCGH5,positive,1
Perfect size for work,Bought this for work. Fits on my salon station perfectly. My clients love being able to change the music to their style.,5,B07HZLHPKP,positive,3
Solid Product,"I have the original CT100 and just purchased the cT150 for my bedroom and new Sony NX810. I am very impressed with the newer design and the glossy finish is top notch. The overall functionality and ease of use is the same as CT100 but the quality seems to be improved. The sub is heavier and the sound bar design has been improved. The ""screen"" is no longer a metal mesh but a cloth. I really enjoy the product and wouldn't hesitate to suggest it to someone else looking for a nice sound bar setup.",5,B003C1AO2I,positive,1
I love these lights,I absolutely love these lights. They are bright and really last! Easy to hang up and take down to replace batteries (which is not very often). Perfect for areas where there is no sun for solar and they are brighter than solar. I bought some for a friend with a scary back yard and my sister asked me to get some for her after seeing mine.,5,B0B1S5LBRQ,positive,3
"It's a mouse, it works.","When purchasing a bluetooth mouse, or any bluetooth device, an important factor is how well it connects and how well it STAYS connected. After all this time, the industry still can’t make up its mind about how bluetooth works: - Microsoft with their mouse and Sony with their controller that pair without the need of a code (which Android’s bluetooth stack doesn’t support). - Mice and keyboards that will not reconnect after it wakes from sleep mode. - To this day, bluetooth devices still can’t wake a computer from suspend state. So when I get a simple bluetooth mouse for a good price, and it actually works as expected, I was happy. For my review, I’m comparing the Bornd mouse to the [[ASIN:B006428K7I Motorola 89519N Bluetooth Mouse]] which I got in a set that included the [[ASIN:B004L9MBH6 Motorola Wireless Keyboard for Motorola ATRIX and XOOM (Motorola Retail Packaging)]]. With the Motorola mouse, its frequency somehow conflicts with the Motorola keyboard, resulting in sticky keys, as in “I’m having a good daaaaaaaaaaaaaaaaaaay”. Conversely, the keyboard interferes with the mouse where the computer would actually lose connection with the mouse for a few seconds after typing, or lose connection completely. What I liked about the Bornd: - Pairing was simple using the button at the bottom of the mouse. - Operating distance is about 5 feet, but this may be because of my computer’s bluetooth antenna - Takes a single AA battery which lasts over a month of moderate use (2 hours per day) - Mouse movement is good. No need to adjust mouse speed in the control panel. - Accuracy is good. Editing images using Pixlr.com, I’m able to select precisely the parts of the image I need. What gave me trouble with the Bornd: - When you first put your hand on this mouse, you will not feel that it is very well built. The plastic is completely smooth and the mouse wheel seems to rattle when you shake it. I got used to it after a few minutes, though. - The mouse reconnects with the computer most of the time, but sometimes it was necessary to turn the mouse off and on again after the computer reboots or if the computer was out of range for an extended period of time. - Lately, I’ve been experiencing double-clicks when I click on the left mouse button once. I’m usually able to fix this by getting angry and slamming the mouse down a couple of times. This may indicate a build quality issue with this mouse. In my specific case, the Bournd did not interfere with my Motorola keyboard at all and it seems the sticky key occurs only when the batteries on the keyboard runs low.",4,B00BS4J99K,positive,0
quick on cable adapters,Too bad the cables don't have these already installed. the areas where cables are screwed in are to tight & hard to get too. the push on quick adapter is so much easier.,5,B007KA5GFW,positive,4
So far so good,Bought this to replace the one that died right before we left on vacation. So far it's been great and our 6yr old loves it.,4,B01N13866H,positive,3
Cables Required,"If you want a no-frills video capture card, this one is a good choice. It has zero latency and allows for live streaming with no major tech issues. The one downside is that it may not be truly plug-and-play out of the box. You may need to provide extra cables for it to work properly. Otherwise, it's a great deal. Thanks so much for taking the time to read this review. I hope the information that I've provided helps make your decision a little easier.",4,B08R9J16VM,positive,1
Not working after a couple weeks,I would give it a zero. 10/21/2019: my DVD player powers off now and on at random because of this car adapter. The adapter may not be charging the DVD player. My DVD player is brand new. I had to unplug the car adapter from my car because it is not working. I tested my DVD player with its original plug cord and works. So it’s noty DVD player. It is this cheap cord that needs to be thrown away. It worked for a couple weeks. I use it once a day in the car to keep my 1 year old entertained.,1,B01C28Y9E0,negative,4
it came apart,the part where you scroll up and down the volume broke apart after first few days. I spent more money on different microphone instead.,2,B00279MLX6,negative,2
Great lens,"I shoot real estate photography and this lens works quite well for me. It is quiet, fast and accurate. I would recommend this product to anyone",5,B00WVI3ZB0,positive,1
My 8 year old Godchild loved it,My 8 year old Godchild loved this camera. she figured out how to use it very quickly. The photo quality is what you expect from a polaroid type camera.,5,B096WYQMLT,positive,1
Great product,"Great solution for cleaning my telescope lenses. Removes lint and specks with no streaks, superior to other cheap lens cleaning solutions.",5,B0B3BGW87S,positive,3
"No keystone, 720p native, bright.","The Salange 7500 LUX Mini Home Projector is a barebones projector that provides good brightness, good focus, full-sized HDMI input, but not much else. Connect a FireTV or AndroidTV device to this projector and you have all of the ""smart"" features that you'll need. So the good of this projector is that it is somewhat compact, not as small as the pico projectors, but small enough... it's about the size of a bread box (as the saying goes). The focus ring is fairly tight, meaning that once you find your focus, it won't move. The USB outputs enough amps to power a FireTV and overall, it is very straightforward to use. The bad is that there is no keystone adjustment, not even the analogue kind that tilts the lens. The resolution is only 720p and I found that projecting at a shorter range of around 9 feet, I'm able to see every pixel on the projected image. At a longer distance, the pixels may meld together better. In summary, this is a low-priced projector that will project an image through an HDMI input. If that's all you're looking for, this will work, but if you're looking for something that you may set up more permanently, this isn't it.",2,B09LS63LQM,negative,1
Five Stars,great for traveling and it works great - rolls up to be very small to take along.,5,B0179N39KS,positive,3
Not the size described,My order says these are 14 inches! NO! These are NOT that size. Much smaller.,1,B01C4LFQBU,negative,3
Great Chromebook!,"I love this Chromebook, I use it all the time!",5,B01LZ6XKS6,positive,0
Nice,Daughter likes it. Was fornher camera and does its job.,5,B0C61QZ71T,positive,1
Easy to put together,"I bought this for my work desk to help with both ergonomics and storage. I love the fact that I can use this to lift my dual monitors to the perfect height for me, and it gives me back some of the desk surface. Very easy to assemble. Looks good too",5,B099FCXWGP,positive,0
Necessary item,"Constant use for easy tie up of bags, potting soil bags, and everything else.",5,B07RXSN841,positive,3
Bad Experience with Bragi Customer Care,"I was very very excited about this product, there were lots of negative reviews about this product, but I still convinced myself to purchase this product. The box was super premium, I have never had an excitement while opening a box, it is super classy. The buds too look good and neat when you wear. My experience - The buds would never turn, I myself tried to figure it out by spending more than hour, watching videos in youtube and finally came to a conclusion that the device is defective. I reached out to the customer care, they were available for chat within mins, I started troubleshooting with those guys, they wanted me to try hundred things, I was irritated following all steps, but I was desperate to make it work that day. I had to spend close to two hours, and at the end it wouldn't turn on. The steps they asked me to do was okay, I was able to do it. But people who are not very familiar about the computer and stuffs may not be comfortable. Also, the customer care could have been little better.I am really not at all happy with the way they responded. I have worked with many other brands and I had a way better customer experience, I understand these guys are only into these earbuds business, they don't have any other products, they should deal better with customers. I never got to experience how this product sounds. I got a chance to listen to Bragi The Headphone, I read reviews which says The headphone sounds better than The dash. I now own Beo & Play E8, and that sounds 100 times better than The headphone, you could imagine how the Bragi The Dash would sound:) I would definitely not recommend anyone buying this brand(any of their product). I really hate they way they treat their customers. I would recommend Beo & Play E8. Note: This is my experience with the Bragi Customer Care, others could have had better exp.",2,B01BHAU6QO,negative,2
Work for console port,"Used on Windows 10 notebook, no drivers to install. Just plug into USB port and it works!",5,B087MBGQNL,positive,1
Great cord,Very nice cord for the price.,5,B09YJXSPPW,positive,4
Better sound quality,"My grandson, the professional photographer, had a microphone for his camera, but the sound became scratchy and unusable. This is the replacement, and it is infinitely better! What a difference! This also has features the old one did not, so this is a real transformation for his work. Very pleased with this microphone.",5,B097D5GXZH,positive,2
THEY DON'T WORK,They don't fit the usbc piece correctly. And little jostling around and the sound cuts out. The are the most worthless and annoying things in the world,1,B08D6KQPF4,negative,2
Great Little Microphone,Worked well with my camera and helped my videos a lot.,5,B08D6DHD5G,positive,1
Louder than I expected,This was a pretty good case for the money. Buy it's quite a bit louder than I expected.,5,B00BKX75YA,positive,2
Receive a signal,Nothing plugged it in and it worked perfectly,5,B0BRT3SCLX,positive,1
I wear glasses and I feel headache after like 2-3 hours,"My ear is a little pain, and this get harder to bear after 2-3hours. So pain. I wear glasses and I feel headache after like 2-3 hours. Noice cancelling function is great, but this cannot connect to my mbp. The gesture controlling is not good on my phone....",1,B074PP3ZPF,negative,2
Best lap desk,"I have a few lap desks that are good, but not great. Too heavy. Awkward angle. Too large. This lap desk is amazing. I used it the moment I opened the box. So light weight, yet firm. Easy to adjust - velcro strips are wide & strong. The grooved slots are the best design feature. Really holds my devices in place. The microfiber cover has a zipper if you need to wash. I am donating my old lap desk & will be using this exclusively for my iphone & tablet while sitting in my recliner. I even flipped it over to lean an adult coloring book against. Hats off to the designer.",5,B0B45PDKL9,positive,0
Super bad,I’ve been using this for only a few days and it already stopped working. It’s so cheaply made and the sound quality is terrible,1,B0B8TZ9YDH,negative,2
Bought it for my sister,Can't really rate it. Bought it for my sister who got a Kindle last year for Christmas. She was very pleased with it.,5,B005KELQEU,positive,0
Great Purchase,"Never thought there made any difference in what kind of mouse you bought, thought they were all the same...I was wrong. Love this one and how it feels and works. No double clicks required, works with one click",5,B0876PBBL5,positive,0
color doesn't quite match online image,sorry i didn't take a picture before i returned it. i ordered the light grey but it's really dark. much darker than the image in the description.,2,B09L4D6CZ9,negative,3
Does the job,"Hasn't broken yet. Not the most attractive thing, but for a generic charger at this price, can't ask for much more.",4,B005CG2AX2,positive,4
Let charge all my equipment,It did what I wanted it to do,5,B0BDF98BNH,positive,3
Good,It does its job,5,B07Q5DWKRC,positive,3
Adorable,"[[VIDEOID:df08d15b3580b102ad4c474125ef2a7e]] I know that this is supposed to be for kids, but I actually bought it for myself. I was a little concerned that it would be too small, but it was just too cute to pass up. It's so adjustable that it fits fine. I think it would easily fit a small child as well. The sound quality is great and I love the pastel colors. It has an attached microphone so it's appropriate for video conferences or podcasts. The best feature is that it can be used as a traditional set of headphones with a cord or connected via Bluetooth. It's very easy to set up and now every time I turn it on it automatically connects to the wifi.",5,B099WJ982B,positive,2
Awesome cover to my Fire tablet!,This is an awesome cover to my newest version of my Fire tablet. I look forward to using it daily. It's sturdy and easy to hold. And very durable!,5,B08BL2ZSLL,positive,0
"Great router, I purchased 2 of these and I ...","Great router, I purchased 2 of these and I am using them with Asus AiMesh setup to cover my home in seamless wifi. I already owned the RT-AC5300 which is serving as the router and these 2 will serve as Nodes. I live in a giant Faraday cage, a 60+ year old house with plaster walls and chicken wire mesh behind those walls which severely cuts down on wifi traveling through them. Add metal siding too, no much WiFi gets out or even through the walls. The router is small, in size but seems to have a big attitude. I was able to get great speeds throughout the house. With one of them on each end and the 5300 in the middle. I will likely be buying another one of these to extend the range from the house to my detached garage and the backyard. I was hesitant to spend the money but the better performance was well worth it. If I had purchased it here on Amazon I could have saved myself a lot of money. But that's the price you pay the you want something and don't necessarily want to wait for delivery. I would recommend it to anyone and also suggest you look at setting up the AiMesh. I know I am a happy camper and can go all over the house with no dropped connections. The only con I had was I was never able to get the router into rescue mode. Its pretty straight forward on the 5300, not so much on this one. Though that's something not everyone would need. I had to reset the router with e WPS button held until it reset. I was attempting to use the rescue mode to go from Merlin to stock firmware. Just a minor hiccup, I was able to refresh the firmware using a wireless connection vs a wired one. That goes against everything I have learned but it worked. So ???",4,B00I7EM752,positive,1
Great price n comfortable to wear!! Sound has stopped being loud.,They're really comfortable fitting to wear in my ears and were great priced!! The sound has gone out of them though unfortunately. & Wouldn't connect to my son's Apple IPad tho for some reason so that was a lil disappointing.,4,B06XKVSX25,positive,2
It just works,It was cheap and was kind of a pain to install. But it works.,3,B082KGYK7W,neutral,1
Good adapter!,Well made and good looking cable. Works great!,5,B0BZPR3FCJ,positive,4
Doesn’t work,Did not work. Threw away,1,B078YNHRV8,negative,3
Easy to do - great to see those old times!😭,"Cleaning out a closet, we found a bunch of old VHS tapes of family times - and we kept putting off trying to figure out what to do to save the pictures on them - when we saw this, and it worked perfectly to put those great old forgotten pictures on DVDs! Great old memories preserved!",5,B07TWN55VV,positive,1
First Time MP3 User - Having Difficulty Here,"Because I am a First Time MP3 User, please ignore this review (if you are an expert.) I am having difficulty with this MP3 player because the manual does not have references in each paragraph as to ""more readings."" For example, Sandisk does not offer its own MP3 burner and/or Music Management Software. This would have been a great advantage, even if the software was at cost, say $10. It would mean the equipment would be integrated with mp3 music burning. I had difficulty transfering mp3 music to the sansa clip +8. First, it seems that the PROPERTIES data in each song was important. With 100 of songs having a song title as ""track 1"" and ""track 2"" the music had some chaos creating a playlist. So, a warning about this on the manual, for novice mp3 users would have been nice. (Do you agree?) Maybe I should have looked harder on the sandisk website. (Maybe?) At least a reference to help beginners in the manual would have been appropriate. Ok, second, the internal memory saves music more true to original names than the extended memory. Some of my files says ""DN30000101 Journey - Love is Everything"" where the DN330000101 tag was added by Sandisk. Not sure why, but this just adds to the chaos. (OK, stick a pencil in my ear.) I am a beginner, so music management means everything to me. Chaos with this Sandisk is life right now. If my collection was just two or three CDs, then I could say ok. (Life is beautiful.) But so many readers, I assume, have a collection of 100 CDs that have been existing on their library for a few years. So, the SANSA CLIP must meet integrating with old files in mid stream. (Old, old file systems, maybe?) It appears not enough testing my Sandisk has been done to make the product user friendly for first time MP3 users. If they did enough testing, they would have built their own music management software I am tired. I called Sandisk, and they suggest to change ALL of my ID3 tags on the PROPERTIES of each song. Well, there goes my summer vacation. If I can manually change 100 songs each weekend, in about 10 weekends I will have make sense out of chaos. Right now, I have so many songs saying ""track 1."" Yeah, etc, track 2, track 3. Bottom line is that Sandisk is not creating a product like the iPOD which takes responsibility for all experiences the user has: managing albums, burning mp3, transfering data, creating playlist, and teaching novice people about the equipment. Instead, Sandisk just makes the equipment, and assumes ""sink or swim"" to the users. So, all the good reviews, I assume, come from experienced users, and not first time idiots, like me. Maybe I should go back to my old music player? (Tell me.) I must be tired, because I am having a hard time with this Sansa Clip. Ok, give me about two years, and I'll catch up. So, I give it a 4-star.",4,B001JIDEXW,positive,1
So easy and useful,Easy. Apple systems only.,5,B0BVY5RHRR,positive,1
Great cover for kids,"We’ve had this for a year and it’s still going strong. My 9 year old doesn’t even know what his IPad looks like without the cover. Now, I’m getting my 7 year old an IPad and am going with the same brand. It’s durable and holds up to Care by a kid. Lots of great colors to choose from. Get the case for your specific IPad and it will fit like a glove and has spaces for the headphone jack, on/off, volume buttons. Great product!",5,B00LHERVM8,positive,0
Not 100% what I was expecting.,"Maybe I was thinking this would be more of a boost. But its it's own signal. Which isn't necessarily BAD, you just have to switch connections to use it. Easy to install. Easy to connect, though I couldn't just plug it in next to the router and have it connect I had to go online and follow the directions. But they were clear and easy to do.",4,B08YFXR1KC,positive,1
Pink,One of my fav purchases for an iPad case so far!,5,B08F3842HL,positive,0
Good quality at great price,Fits my iPad Air 2 perfectly. Good quality for a low price. All the openings match the iPad and the stand works well.,5,B01N5ALH90,positive,0
"Check out my dogs ears for stickers, works great.",My dog ( a husky) gets into a lot of stickers living in the mountains. I use this ear scope to check her ears to make sure no stickers are in her ears. So far so good. I downloaded the app to my phone from the App Store and it was easy to set up. Easy to clean and light weight. You can see the pictures well on your phone. Clarity is good. I think it’s a really cool product.,5,B07JD4C1LS,positive,1
Highly recommend!,Fast charge! Very pretty I get so many compliments! No issues at all!,5,B0B5N1GTBN,positive,4
Samsung tab A,Love the color as I`m partially color blind so can see this no matter what it`s sitting on. Fits perfectly around my Samsung Tab A.,5,B09W8XTYK3,positive,0
It only will work for 10 minutes,"I was excited when I first set this up and started a movie. But it abruptly stopped working after 10 minutes. It just stopped on a frame and wouldn't start back up. So I tried a different movie, and the same thing happened. Then I tried a different source thinking it was my hard-drive, and still the same issue. The quality of picture and sound is good otherwise. I just am not able to enjoy a full movie.",2,B07MTCMHZX,negative,1
Indispensible for iMac SSD upgrades,This kit was very helpful in installing my 1TB Samsung SSD in my iMac - I could not have done it without using it.,4,B00BPBJHR0,positive,1
Great value,Hubby loved these sound buds. Great sound. Long battery life. Might buy another one for me.,5,B0721MP41Q,positive,2
Works as promised.,"Not competently pleasant like Alexa or Siri, this voice sounds shrill and hysterical, like foreigner being held captive somewhere. Also display never turns off so I’m wondering how long it will last. Hope longer than last one I purchased here.",4,B07TCQ3PDZ,positive,1
could not keep connected to computer,"May have gotten a bad one. I could not keep this connected to computer. When it did work, the connection to headphones was unusable. Spent hours trying to find what was causing the random static like background noise. Nothing else running on bluetooth, 6 ft from dongle, etc. Borrowed a friends dongle and that one worked without issue, so not my equipment.",1,B0BVJ4DHFQ,negative,2
its ok,there's not much to say,3,B01JB9AKP0,neutral,3
Not as flexible as you might think.,"[[VIDEOID:e24afd77c5989fd60b76985bf0a00fff]] Hotep brothers and sisters and thank you for looking at my review of the Elitehood Overhead Phone Stand for Recording, Overhead Phone Mount, Flexible Lazy Long Arm Phone Mount for Desk, Headboard, Office, Kitchen, YouTube, Camera Photography, Painting Shots, and Picture Taking. Although this Microphone slash camera stand is beefier than most, the flexibility issue it's the only issue I post. When I first got it, I was excited to do over the hand shots, but with as much fiddling that it took, I chose to use it not. It's a nice stand, you understand, but this one just doesn't work perfectly for me, but for you it might be just grand. I recommend my friend. Thank you for looking my review. I hope it is helpful for you. If so, you can check the helpful box below, it will help me review some More. God bless you. May the rest of your life be the best of your life. O DEE thank you",4,B09M9KXBFC,positive,1
One Star,Arrived damaged and did not work. Returned item,1,B00PU04MDQ,negative,3
the perfect product. I would buy it again,"I have a MacBook 12&#34;, it is plug and play and runs as fast as light!! Transfer speed is just incredible. I store all my videos in 4k coming from my iPhone. And then I can delete them. It was pricy but worth the investment. It is so small . the perfect product. I would buy it again.",5,B01BCWKBZI,positive,1
The sound is nice but for the price it is expected,"It takes sd cards, 3.5mm jack aux input, Bluetooth and nfc pairing. I have used it via Bluetooth and SD card and the sound is very nice. I recommend using a high amp charging block or charger like the ones for the Samsung tablets or the big apple chargers. I have also seen some laptops with USB-c that would work which would definitely increase the speed of charging. The first time I charged it the battery light was at about 2/3 full and it took almost 6 hours to fully charge it with a small charger. I like the color green so this speaker is very nice to me. You could also charge something with this speaker like a phone or small device. I have not tried it but it seems like it would work obviously it would reduce your play time. Also, I did not know this when I bought it but if you have two of these speakers you can pair them to have true stereo sound.",4,B097MBW35T,positive,2
Excellent value,Great sound. Great quality,5,B00XIISH1A,positive,3
It works and it is good.,Only bad thing is that it is slow.,4,B09ZQ4GHM8,positive,1
Good quality sound and picture. Set up exactly like firestick.,Only thing I don’t like about it is there is no sleep timer,5,B07FPP6TB5,positive,1
